# MetaGOmics GO report
# MetaGOmics version: 0.1.1
# Run date: Tue Sep 18 10:48:24 PDT 2018
GO acc	GO aspect	GO name	count	total count	ratio
GO:0050896	biological_process	response to stimulus	2	2	1.0
GO:0003018	biological_process	vascular process in circulatory system	2	2	1.0
GO:0034375	biological_process	high-density lipoprotein particle remodeling	2	2	1.0
GO:0051087	molecular_function	chaperone binding	2	2	1.0
GO:0044237	biological_process	cellular metabolic process	2	2	1.0
GO:0044763	biological_process	single-organism cellular process	2	2	1.0
GO:0044238	biological_process	primary metabolic process	2	2	1.0
GO:0044764	biological_process	multi-organism cellular process	2	2	1.0
GO:0044765	biological_process	single-organism transport	2	2	1.0
GO:0060548	biological_process	negative regulation of cell death	2	2	1.0
GO:0042592	biological_process	homeostatic process	2	2	1.0
GO:0042594	biological_process	response to starvation	2	2	1.0
GO:0005488	molecular_function	binding	2	2	1.0
GO:0043167	molecular_function	ion binding	2	2	1.0
GO:0043168	molecular_function	anion binding	2	2	1.0
GO:0007154	biological_process	cell communication	2	2	1.0
GO:0044260	biological_process	cellular macromolecule metabolic process	2	2	1.0
GO:0043169	molecular_function	cation binding	2	2	1.0
GO:0043170	biological_process	macromolecule metabolic process	2	2	1.0
GO:0046010	biological_process	positive regulation of circadian sleep/wake cycle, non-REM sleep	2	2	1.0
GO:0044267	biological_process	cellular protein metabolic process	2	2	1.0
GO:0005504	molecular_function	fatty acid binding	2	2	1.0
GO:0043177	molecular_function	organic acid binding	2	2	1.0
GO:0046872	molecular_function	metal ion binding	2	2	1.0
GO:0005507	molecular_function	copper ion binding	2	2	1.0
GO:0046689	biological_process	response to mercury ion	2	2	1.0
GO:0008289	molecular_function	lipid binding	2	2	1.0
GO:0030170	molecular_function	pyridoxal phosphate binding	2	2	1.0
GO:0043209	cellular_component	myelin sheath	2	2	1.0
GO:0042802	molecular_function	identical protein binding	2	2	1.0
GO:0019825	molecular_function	oxygen binding	2	2	1.0
GO:0043226	cellular_component	organelle	2	2	1.0
GO:0043227	cellular_component	membrane-bounded organelle	2	2	1.0
GO:0043229	cellular_component	intracellular organelle	2	2	1.0
GO:0043230	cellular_component	extracellular organelle	2	2	1.0
GO:0043233	cellular_component	organelle lumen	2	2	1.0
GO:0043234	cellular_component	protein complex	2	2	1.0
GO:0098754	biological_process	detoxification	2	2	1.0
