# MetaGOmics GO report
# MetaGOmics version: 0.1.1
# Run date: Tue Sep 18 10:48:17 PDT 2018
GO acc	GO aspect	GO name	count	total count	ratio
GO:0030170	molecular_function	pyridoxal phosphate binding	6	6	1.0
GO:0043209	cellular_component	myelin sheath	6	6	1.0
GO:0042802	molecular_function	identical protein binding	6	6	1.0
GO:0019825	molecular_function	oxygen binding	6	6	1.0
GO:0043226	cellular_component	organelle	6	6	1.0
GO:0043227	cellular_component	membrane-bounded organelle	6	6	1.0
GO:0043229	cellular_component	intracellular organelle	6	6	1.0
GO:0043230	cellular_component	extracellular organelle	6	6	1.0
GO:0043233	cellular_component	organelle lumen	6	6	1.0
GO:0043234	cellular_component	protein complex	6	6	1.0
GO:0098754	biological_process	detoxification	6	6	1.0
