Entry	Status	Gene ontology IDs	Organism ID	Protein names
A0A0D9RE72	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	60711	Uncharacterized protein
A0A0A7RQ66	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	33548	Transferrin
A0A2K5HYH8	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	336983	Uncharacterized protein
A0A0A7RNI8	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9555	Transferrin
A0A096MPV0	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9555	Uncharacterized protein
A0A2K6LMQ4	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	61621	Uncharacterized protein
A0A2K6RJX5	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	61622	Uncharacterized protein
A0A2K6LMN8	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	61621	Uncharacterized protein
A0A2K6LML2	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	61621	Uncharacterized protein
A0A2K6RJY0	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	61622	Uncharacterized protein
A0A2K6RJX4	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	61622	Uncharacterized protein
A0A2K6DW38	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9545	Uncharacterized protein
Q4R5M1	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9541	Brain cDNA, clone: QccE-13766, similar to human transferrin (TF)
G7NXY9	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9541	Uncharacterized protein
A0A2K5UXZ0	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9541	Uncharacterized protein
A0A2K5Z3S9	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9568	Uncharacterized protein
A0A0A7RNG9	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	75567	Transferrin
A0A2I3MTI8	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9555	Uncharacterized protein
A0A2K5N6L9	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9531	Uncharacterized protein
G7MJR4	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9544	Uncharacterized protein
F7DHR8	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9544	Transferrin
A0A2K6DW67	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9545	Uncharacterized protein
A0A2K5Z3R9	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9568	Uncharacterized protein
A0A2K5UY21	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9541	Uncharacterized protein
