Entry	Status	Gene ontology IDs	Organism ID	Protein names
G3QRY9	unreviewed	GO:0000226; GO:0005829; GO:0005874; GO:0007613; GO:0010506; GO:0010629; GO:0010917; GO:0016607; GO:0017124; GO:0019901; GO:0030425; GO:0030426; GO:0030673; GO:0031116; GO:0032930; GO:0033673; GO:0034185; GO:0034399; GO:0036464; GO:0042803; GO:0043025; GO:0045298; GO:0045773; GO:0048018; GO:0048312; GO:0050808; GO:0050848; GO:0051087; GO:0051879; GO:0071813; GO:0090258; GO:0097418; GO:0099609; GO:1900034; GO:1901216; GO:1902474; GO:1903748; GO:1903829; GO:1904428; GO:1990000; GO:2001020	9595	Microtubule-associated protein
A0A2Y9F1R4	unreviewed	GO:0005737; GO:0005874; GO:0008017	9755	Microtubule-associated protein
A0A2K5RYI6	unreviewed	GO:0000226; GO:0005829; GO:0005874; GO:0007613; GO:0010506; GO:0010629; GO:0010917; GO:0016607; GO:0017124; GO:0019901; GO:0030425; GO:0030426; GO:0030673; GO:0031116; GO:0032930; GO:0033673; GO:0034185; GO:0034399; GO:0036464; GO:0042803; GO:0043025; GO:0045298; GO:0045773; GO:0048018; GO:0048312; GO:0050808; GO:0050848; GO:0051087; GO:0051879; GO:0071813; GO:0090258; GO:0097418; GO:0099609; GO:1900034; GO:1901216; GO:1902474; GO:1903748; GO:1903829; GO:1904428; GO:1990000; GO:2001020	1737458	Microtubule-associated protein
G1P3J3	unreviewed	GO:0000226; GO:0005829; GO:0005874; GO:0007613; GO:0010506; GO:0010629; GO:0010917; GO:0016607; GO:0017124; GO:0019901; GO:0030425; GO:0030426; GO:0030673; GO:0031116; GO:0032930; GO:0033673; GO:0034185; GO:0034399; GO:0036464; GO:0042803; GO:0043025; GO:0045298; GO:0045773; GO:0048018; GO:0048312; GO:0050808; GO:0050848; GO:0051087; GO:0051879; GO:0071813; GO:0090258; GO:0097418; GO:0099609; GO:1900034; GO:1901216; GO:1902474; GO:1903748; GO:1903829; GO:1904428; GO:1990000; GO:2001020	59463	Microtubule-associated protein
E2R3H9	unreviewed	GO:0000226; GO:0005829; GO:0005874; GO:0007613; GO:0008017; GO:0010506; GO:0010629; GO:0010917; GO:0016607; GO:0017124; GO:0019901; GO:0030425; GO:0030426; GO:0030673; GO:0031116; GO:0031175; GO:0032930; GO:0033673; GO:0034185; GO:0034399; GO:0036464; GO:0042803; GO:0043005; GO:0043025; GO:0045298; GO:0045773; GO:0048018; GO:0048312; GO:0050808; GO:0050848; GO:0051087; GO:0051879; GO:0071813; GO:0090258; GO:0097418; GO:0099609; GO:1900034; GO:1901216; GO:1902474; GO:1903748; GO:1903829; GO:1904428; GO:1990000; GO:2001020	9615	Microtubule-associated protein
G5BMZ1	unreviewed	GO:0005737; GO:0005874; GO:0008017	10181	Microtubule-associated protein
A0A2K6S2L8	unreviewed	GO:0005737; GO:0005874; GO:0008017	39432	Microtubule-associated protein
H2NTQ1	unreviewed	GO:0000226; GO:0005829; GO:0005874; GO:0007613; GO:0010506; GO:0010629; GO:0010917; GO:0016607; GO:0017124; GO:0019901; GO:0030425; GO:0030426; GO:0030673; GO:0031116; GO:0032930; GO:0033673; GO:0034185; GO:0034399; GO:0036464; GO:0042803; GO:0043025; GO:0045298; GO:0045773; GO:0048018; GO:0048312; GO:0050808; GO:0050848; GO:0051087; GO:0051879; GO:0071813; GO:0090258; GO:0097418; GO:0099609; GO:1900034; GO:1901216; GO:1902474; GO:1903748; GO:1903829; GO:1904428; GO:1990000; GO:2001020	9601	Microtubule-associated protein
H0WKW1	unreviewed	GO:0000226; GO:0005829; GO:0005874; GO:0007613; GO:0010506; GO:0010629; GO:0010917; GO:0016607; GO:0017124; GO:0019901; GO:0030425; GO:0030426; GO:0030673; GO:0031116; GO:0032930; GO:0033673; GO:0034185; GO:0034399; GO:0036464; GO:0042803; GO:0043025; GO:0045298; GO:0045773; GO:0048018; GO:0048312; GO:0050808; GO:0050848; GO:0051087; GO:0051879; GO:0071813; GO:0090258; GO:0097418; GO:0099609; GO:1900034; GO:1901216; GO:1902474; GO:1903748; GO:1903829; GO:1904428; GO:1990000; GO:2001020	30611	Microtubule-associated protein
A0A2R8Z9A6	unreviewed	GO:0005737; GO:0005874; GO:0008017	9597	Microtubule-associated protein
A0A2R8Z985	unreviewed	GO:0005737; GO:0005874; GO:0008017	9597	Microtubule-associated protein
A0A2J8UZ07	unreviewed	GO:0005737; GO:0005874; GO:0008017	9601	Microtubule-associated protein
A0A2I3SHL1	unreviewed	GO:0005737; GO:0005874; GO:0008017	9598	Microtubule-associated protein
A0A2I3SPF7	unreviewed	GO:0005737; GO:0005874; GO:0008017	9598	Microtubule-associated protein
A0A0G2JQJ7	unreviewed	GO:0005737; GO:0005874; GO:0008017	9606	Microtubule-associated protein
