Entry	Status	Gene ontology IDs	Organism ID	Protein names
Q4R5M1	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9541	Brain cDNA, clone: QccE-13766, similar to human transferrin (TF)
G7NXY9	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9541	Uncharacterized protein
A0A2K5UXZ0	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9541	Uncharacterized protein
A0A2K5Z3S9	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9568	Uncharacterized protein
A0A2K5N6L9	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9531	Uncharacterized protein
G7MJR4	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9544	Uncharacterized protein
F7DHR8	unreviewed	GO:0005615; GO:0005769; GO:0005770; GO:0005905; GO:0006879; GO:0008198; GO:0008199; GO:0009925; GO:0015091; GO:0016324; GO:0030139; GO:0031232; GO:0034986; GO:0048260; GO:0048471; GO:0055037; GO:0071281; GO:1900390; GO:1990459; GO:1990712	9544	Transferrin
A0A2K6DW67	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9545	Uncharacterized protein
A0A2K5Z3R9	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9568	Uncharacterized protein
A0A0A7RNI3	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9602	Transferrin
Q5R9L7	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9601	TF isoform 1
A0A2K5UY21	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9541	Uncharacterized protein
A0A2K5Z3X3	unreviewed	GO:0005615; GO:0005623; GO:0006879; GO:0008199; GO:0015091	9568	Uncharacterized protein
A0A2Y9RE56	unreviewed	GO:0005615	127582	serotransferrin
A0A1U7TH74	unreviewed	GO:0005525; GO:0005576; GO:0005622; GO:0016021	1868482	serotransferrin-like
A0A1A6GS98	unreviewed	GO:0005615	56216	Uncharacterized protein
A0A1S3W2S7	unreviewed	GO:0005615	9365	serotransferrin-like
A0A2Y9KMU7	unreviewed	GO:0005525; GO:0005576; GO:0005622; GO:0016021	391180	LOW QUALITY PROTEIN: serotransferrin-like
